id,unique_column_id,file_number,purpose,rsc,applicant_name,market,sub_market,receipt_date,call_sign,action,report_number,d_o_r
898,0010799281-CA-BEA158-2023-12-02-WPZN585-G-18218-2023-12-06-,0010799281,CA,CP,"AMS Spectrum Holdings, LLC",BEA158,0,2023-12-02,WPZN585,G,18218,2023-12-06
899,0010799279-CA-BEA151-2023-12-02-WPZN583-G-18218-2023-12-06-,0010799279,CA,CP,"AMS Spectrum Holdings, LLC",BEA151,0,2023-12-02,WPZN583,G,18218,2023-12-06
900,0010799278-CA-BEA165-2023-12-02-WPZN580-G-18218-2023-12-06-,0010799278,CA,CP,"AMS Spectrum Holdings, LLC",BEA165,0,2023-12-02,WPZN580,G,18218,2023-12-06
901,0010799277-CA-BEA165-2023-12-02-WPZN579-G-18218-2023-12-06-,0010799277,CA,CP,"AMS Spectrum Holdings, LLC",BEA165,0,2023-12-02,WPZN579,G,18218,2023-12-06
902,0010799276-CA-BEA165-2023-12-02-WPZN575-G-18218-2023-12-06-,0010799276,CA,CP,"AMS Spectrum Holdings, LLC",BEA165,0,2023-12-02,WPZN575,G,18218,2023-12-06
903,0010799260-CA-BEA044-2023-12-02-WPZG495-G-18218-2023-12-06-,0010799260,CA,CP,"AMS Spectrum Holdings, LLC",BEA044,0,2023-12-02,WPZG495,G,18218,2023-12-06
904,0010799259-CA-BEA043-2023-12-02-WPZG494-G-18218-2023-12-06-,0010799259,CA,CP,"AMS Spectrum Holdings, LLC",BEA043,0,2023-12-02,WPZG494,G,18218,2023-12-06
905,0010799258-CA-BEA042-2023-12-02-WPZG493-G-18218-2023-12-06-,0010799258,CA,CP,"AMS Spectrum Holdings, LLC",BEA042,0,2023-12-02,WPZG493,G,18218,2023-12-06
906,0010799283-CA-BEA172-2023-12-02-WPZN587-G-18218-2023-12-06-,0010799283,CA,CP,"AMS Spectrum Holdings, LLC",BEA172,0,2023-12-02,WPZN587,G,18218,2023-12-06
907,0010799280-CA-BEA151-2023-12-02-WPZN584-G-18218-2023-12-06-,0010799280,CA,CP,"AMS Spectrum Holdings, LLC",BEA151,0,2023-12-02,WPZN584,G,18218,2023-12-06
908,0010773646-RO-BEA007-2023-12-02-WPZN380-D-18218-2023-12-06-,0010773646,RO,CP,"Saia Communications, Inc.",BEA007,1,2023-12-02,WPZN380,D,18218,2023-12-06
909,0010715893-RO-BEA086-2023-11-28-WQSM828-G-18218-2023-12-06-,0010715893,RO,CP,"Telcom Rentals",BEA086,0,2023-11-28,WQSM828,G,18218,2023-12-06
910,0010721138-RO-BEA084-2023-11-28-WQSM969-G-18218-2023-12-06-,0010721138,RO,CP,"Total Safety U.S., Inc.",BEA084,0,2023-11-28,WQSM969,G,18218,2023-12-06
911,0010721151-RO-BEA085-2023-11-28-WQSM973-G-18218-2023-12-06-,0010721151,RO,CP,"Total Safety U.S., Inc.",BEA085,0,2023-11-28,WQSM973,G,18218,2023-12-06
912,0010721147-RO-BEA085-2023-11-28-WQSM972-G-18218-2023-12-06-,0010721147,RO,CP,"Total Safety U.S., Inc.",BEA085,0,2023-11-28,WQSM972,G,18218,2023-12-06
913,0010721145-RO-BEA085-2023-11-28-WQSM971-G-18218-2023-12-06-,0010721145,RO,CP,"Total Safety U.S., Inc.",BEA085,0,2023-11-28,WQSM971,G,18218,2023-12-06
914,0010721143-RO-BEA084-2023-11-28-WQSM970-G-18218-2023-12-06-,0010721143,RO,CP,"Total Safety U.S., Inc.",BEA084,0,2023-11-28,WQSM970,G,18218,2023-12-06
915,0010799400-CA-MEA048-2023-12-02-WPZN604-G-18218-2023-12-06-,0010799400,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN604,G,18218,2023-12-06
916,0010799399-CA-MEA048-2023-12-02-WPZN603-G-18218-2023-12-06-,0010799399,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN603,G,18218,2023-12-06
917,0010799398-CA-MEA048-2023-12-02-WPZN602-G-18218-2023-12-06-,0010799398,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN602,G,18218,2023-12-06
918,0010799396-CA-MEA048-2023-12-02-WPZN600-G-18218-2023-12-06-,0010799396,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN600,G,18218,2023-12-06
919,0010799395-CA-MEA048-2023-12-02-WPZN599-G-18218-2023-12-06-,0010799395,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN599,G,18218,2023-12-06
920,0010799394-CA-MEA048-2023-12-02-WPZN598-G-18218-2023-12-06-,0010799394,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN598,G,18218,2023-12-06
921,0010799393-CA-MEA048-2023-12-02-WPZN597-G-18218-2023-12-06-,0010799393,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN597,G,18218,2023-12-06
922,0010799392-CA-MEA048-2023-12-02-WPZN596-G-18218-2023-12-06-,0010799392,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN596,G,18218,2023-12-06
923,0010799401-CA-MEA048-2023-12-02-WPZN605-G-18218-2023-12-06-,0010799401,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN605,G,18218,2023-12-06
924,0010799397-CA-MEA048-2023-12-02-WPZN601-G-18218-2023-12-06-,0010799397,CA,CZ,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN601,G,18218,2023-12-06
925,0010720739-RO-P03106-2023-11-28-WLX987-G-18218-2023-12-06-,0010720739,RO,ED,"CORY RAWSON LOCAL SCHOOLS",P03106,NULL,2023-11-28,WLX987,G,18218,2023-12-06
926,0010717689-RO-P03749-2023-11-28-WND680-G-18218-2023-12-06-,0010717689,RO,ED,"Hispanic Information and Telecommunicatio",P03749,NULL,2023-11-28,WND680,G,18218,2023-12-06
927,0010717677-RO-P02047-2023-11-28-WND679-G-18218-2023-12-06-,0010717677,RO,ED,"Hispanic Information and Telecommunicatio",P02047,NULL,2023-11-28,WND679,G,18218,2023-12-06
928,0010717642-RO-P03079-2023-11-28-WLX770-G-18218-2023-12-06-,0010717642,RO,ED,"Hispanic Information and Telecommunicatio",P03079,NULL,2023-11-28,WLX770,G,18218,2023-12-06
929,0010719456-RO-P00812-2023-11-28-WHR590-G-18218-2023-12-06-,0010719456,RO,ED,"University of North Carolina System Office",P00812,NULL,2023-11-28,WHR590,G,18218,2023-12-06
930,0010719826-RO-P02868-2023-11-28-WHR598-G-18218-2023-12-06-,0010719826,RO,ED,"University of North Carolina System Office",P02868,NULL,2023-11-28,WHR598,G,18218,2023-12-06
931,0010799408-CA-MEA048-2023-12-02-WPZN613-G-18218-2023-12-06-,0010799408,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN613,G,18218,2023-12-06
932,0010799407-CA-MEA048-2023-12-02-WPZN612-G-18218-2023-12-06-,0010799407,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN612,G,18218,2023-12-06
933,0010799406-CA-MEA048-2023-12-02-WPZN611-G-18218-2023-12-06-,0010799406,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN611,G,18218,2023-12-06
934,0010799405-CA-MEA048-2023-12-02-WPZN610-G-18218-2023-12-06-,0010799405,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN610,G,18218,2023-12-06
935,0010799404-CA-MEA048-2023-12-02-WPZN609-G-18218-2023-12-06-,0010799404,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN609,G,18218,2023-12-06
936,0010799403-CA-MEA048-2023-12-02-WPZN608-G-18218-2023-12-06-,0010799403,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN608,G,18218,2023-12-06
937,0010799409-CA-MEA048-2023-12-02-WPZN614-G-18218-2023-12-06-,0010799409,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN614,G,18218,2023-12-06
938,0010799402-CA-MEA048-2023-12-02-WPZN607-G-18218-2023-12-06-,0010799402,CA,GC,"AMS Spectrum Holdings, LLC",MEA048,0,2023-12-02,WPZN607,G,18218,2023-12-06
939,0010791522-CA-MTA037-2023-11-28-WRZH839-G-18218-2023-12-06-,0010791522,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH839,G,18218,2023-12-06
940,0010791521-CA-MTA037-2023-11-28-WRZH838-G-18218-2023-12-06-,0010791521,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH838,G,18218,2023-12-06
941,0010791520-CA-MTA037-2023-11-28-WRZH837-G-18218-2023-12-06-,0010791520,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH837,G,18218,2023-12-06
942,0010791519-CA-MTA037-2023-11-28-WRZH836-G-18218-2023-12-06-,0010791519,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH836,G,18218,2023-12-06
943,0010791518-CA-MTA037-2023-11-28-WRZH835-G-18218-2023-12-06-,0010791518,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH835,G,18218,2023-12-06
944,0010791517-CA-MTA037-2023-11-28-WRZH834-G-18218-2023-12-06-,0010791517,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH834,G,18218,2023-12-06
945,0010791523-CA-MTA037-2023-11-28-WRZH840-G-18218-2023-12-06-,0010791523,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH840,G,18218,2023-12-06
946,0010791516-CA-MTA037-2023-11-28-WRZH833-G-18218-2023-12-06-,0010791516,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH833,G,18218,2023-12-06
947,0010791529-CA-MTA037-2023-11-28-WRZH846-G-18218-2023-12-06-,0010791529,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH846,G,18218,2023-12-06
948,0010791528-CA-MTA037-2023-11-28-WRZH845-G-18218-2023-12-06-,0010791528,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH845,G,18218,2023-12-06
949,0010791527-CA-MTA037-2023-11-28-WRZH844-G-18218-2023-12-06-,0010791527,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH844,G,18218,2023-12-06
950,0010791515-CA-MTA037-2023-11-28-WRZH832-G-18218-2023-12-06-,0010791515,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH832,G,18218,2023-12-06
951,0010791514-CA-MTA037-2023-11-28-WRZH831-G-18218-2023-12-06-,0010791514,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH831,G,18218,2023-12-06
952,0010791512-CA-MTA037-2023-11-28-WRZH829-G-18218-2023-12-06-,0010791512,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH829,G,18218,2023-12-06
953,0010791526-CA-MTA037-2023-11-28-WRZH843-G-18218-2023-12-06-,0010791526,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH843,G,18218,2023-12-06
954,0010791525-CA-MTA037-2023-11-28-WRZH842-G-18218-2023-12-06-,0010791525,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH842,G,18218,2023-12-06
955,0010791524-CA-MTA037-2023-11-28-WRZH841-G-18218-2023-12-06-,0010791524,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,2,2023-11-28,WRZH841,G,18218,2023-12-06
1130,0009727617-RO-REA006-2023-11-29-WQZA672-G-18218-2023-12-06-,0009727617,RO,AW,"AT&T Mobility Spectrum LLC",REA006,36,2023-11-29,WQZA672,G,18218,2023-12-06
1133,0009698562-RO-BEA006-2023-11-29-WQZA668-G-18218-2023-12-06-,0009698562,RO,AW,"New Cingular Wireless PCS, LLC",BEA006,10,2023-11-29,WQZA668,G,18218,2023-12-06
1136,0009898453-RO-REA003-2023-11-29-WQWY372-G-18218-2023-12-06-,0009898453,RO,AW,"T-Mobile License LLC",REA003,42,2023-11-29,WQWY372,G,18218,2023-12-06
1141,0009804827-RO-REA001-2023-11-29-WRAM897-G-18218-2023-12-06-,0009804827,RO,AW,"T-Mobile License LLC",REA001,14,2023-11-29,WRAM897,G,18218,2023-12-06
1142,0009898472-RO-REA003-2023-11-29-WRAM895-G-18218-2023-12-06-,0009898472,RO,AW,"T-Mobile License LLC",REA003,54,2023-11-29,WRAM895,G,18218,2023-12-06
1147,0009804815-RO-REA003-2023-11-29-WQPD560-G-18218-2023-12-06-,0009804815,RO,AW,"T-Mobile License, LLC",REA003,58,2023-11-29,WQPD560,G,18218,2023-12-06
1149,0009804818-RO-REA003-2023-11-29-WQPG999-G-18218-2023-12-06-,0009804818,RO,AW,"T-Mobile License, LLC",REA003,52,2023-11-29,WQPG999,G,18218,2023-12-06
1150,0009810531-RO-REA003-2023-11-29-WQPD447-G-18218-2023-12-06-,0009810531,RO,AW,"T-Mobile License, LLC",REA003,48,2023-11-29,WQPD447,G,18218,2023-12-06
1151,0009810479-RO-REA003-2023-11-29-WQPS927-G-18218-2023-12-06-,0009810479,RO,AW,"T-Mobile License, LLC",REA003,80,2023-11-29,WQPS927,G,18218,2023-12-06
1153,0009804813-RO-REA003-2023-11-29-WQPC948-G-18218-2023-12-06-,0009804813,RO,AW,"T-Mobile License, LLC",REA003,46,2023-11-29,WQPC948,G,18218,2023-12-06
1216,0010791513-CA-MTA037-2023-11-28-WRZH830-G-18218-2023-12-06-,0010791513,CA,YD,"PDV Spectrum Holding Company, LLC",MTA037,14,2023-11-28,WRZH830,G,18218,2023-12-06
