id,unique_column_id,file_number,purpose,rsc,applicant_name,state,city,frequency,lat,lon,area_op,receipt_date,call_sign,report_number,d_o_r
4258,"0010794407-MD-AF-Aviation Spectrum Resources Inc Wilmington-NC--00130.40000-34-16-13.4 N-077-54-36.0 W-None-2023-11-28-WBK7-18211-2023-12-06-",0010794407,MD,AF,"Aviation Spectrum Resources Inc Wilmington",NC,NULL,00130.40000,"34-16-13.4 N","077-54-36.0 W",NULL,2023-11-28,WBK7,18211,2023-12-06
4259,"0010794149-NE-AF-City of Taunton East Taunton-MA--00122.70000-41-59-45.0 N-071-01-58.0 W-None-2023-11-28-None-18211-2023-12-06-",0010794149,NE,AF,"City of Taunton East Taunton",MA,NULL,00122.70000,"41-59-45.0 N","071-01-58.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4260,"0010794438-NE-AF-Aviation Spectrum Resources Inc Tallahassee-FL--00131.42500-30-23-43.5 N-084-20-42.1 W-None-2023-11-28-None-18211-2023-12-06-",0010794438,NE,AF,"Aviation Spectrum Resources Inc Tallahassee",FL,NULL,00131.42500,"30-23-43.5 N","084-20-42.1 W",NULL,2023-11-28,NULL,18211,2023-12-06
4261,"0010796888-NE-AF-Huron Aviation Services, LLC Alpena-MI--00122.95000-45-04-09.7 N-083-33-59.7 W-None-2023-11-29-None-18211-2023-12-06-",0010796888,NE,AF,"Huron Aviation Services, LLC Alpena",MI,NULL,00122.95000,"45-04-09.7 N","083-33-59.7 W",NULL,2023-11-29,NULL,18211,2023-12-06
4262,"0010791262-RO-AF-Buffalo, City of---None-None-None-None-2023-11-27-WQSZ603-18211-2023-12-06-",0010791262,RO,AF,"Buffalo, City of",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQSZ603,18211,2023-12-06
4263,"0010766102-AM-AS-WXGM, INC. Gloucester-VA--00945.37500-37-23-05.9 N-076-31-51.9 W-None-2023-11-30-None-18211-2023-12-06-",0010766102,AM,AS,"WXGM, INC. Gloucester",VA,NULL,00945.37500,"37-23-05.9 N","076-31-51.9 W",NULL,2023-11-30,NULL,18211,2023-12-06
4264,"0010766102-AM-AS-WXGM, INC. Gloucester-VA--00945.62500-37-23-05.9 N-076-31-51.9 W-None-2023-11-30-None-18211-2023-12-06-",0010766102,AM,AS,"WXGM, INC. Gloucester",VA,NULL,00945.62500,"37-23-05.9 N","076-31-51.9 W",NULL,2023-11-30,NULL,18211,2023-12-06
4265,"0010795276-NE-AS-MOLLMAN MEDIA, INC. Lawton-OK--00944.87500-34-35-28.4 N-098-21-10.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795276,NE,AS,"MOLLMAN MEDIA, INC. Lawton",OK,NULL,00944.87500,"34-35-28.4 N","098-21-10.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4266,"0010795287-NE-AS-MOLLMAN MEDIA, INC. Lawton-OK--00947.87500-34-35-28.4 N-098-21-10.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795287,NE,AS,"MOLLMAN MEDIA, INC. Lawton",OK,NULL,00947.87500,"34-35-28.4 N","098-21-10.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4267,"0010795287-NE-AS-MOLLMAN MEDIA, INC. Lawton-OK--00948.12500-34-35-28.4 N-098-21-10.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795287,NE,AS,"MOLLMAN MEDIA, INC. Lawton",OK,NULL,00948.12500,"34-35-28.4 N","098-21-10.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4268,"0010798790-NE-AS-RADIO ONE LICENSES, LLC Houston-TX--00945.50000-29-44-43.5 N-095-27-45.6 W-None-2023-11-30-None-18211-2023-12-06-",0010798790,NE,AS,"RADIO ONE LICENSES, LLC Houston",TX,NULL,00945.50000,"29-44-43.5 N","095-27-45.6 W",NULL,2023-11-30,NULL,18211,2023-12-06
4269,"0010798790-NE-AS-RADIO ONE LICENSES, LLC Houston-TX--00949.00000-29-44-43.5 N-095-27-45.6 W-None-2023-11-30-None-18211-2023-12-06-",0010798790,NE,AS,"RADIO ONE LICENSES, LLC Houston",TX,NULL,00949.00000,"29-44-43.5 N","095-27-45.6 W",NULL,2023-11-30,NULL,18211,2023-12-06
4270,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06197.24000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06197.24000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4271,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06226.89000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06226.89000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4272,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06256.54000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06256.54000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4273,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06286.19000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06286.19000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4274,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06315.84000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06315.84000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4275,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06345.49000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06345.49000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4276,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06375.14000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06375.14000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4277,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06404.79000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06404.79000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4278,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06555.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06555.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4279,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06595.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06595.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4280,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06625.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06625.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4281,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06655.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06655.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4282,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--06685.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,06685.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4283,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11215.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11215.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4284,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11245.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11245.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4285,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11285.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11285.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4286,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11305.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11305.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4287,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11325.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11325.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4288,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11345.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11345.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4289,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11365.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11365.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4290,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11405.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11405.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4291,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11445.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11445.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4292,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11485.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11485.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4293,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11545.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11545.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4294,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11565.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11565.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4295,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11585.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11585.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4296,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11605.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11605.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4297,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--11685.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,11685.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4298,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19315.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19315.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4299,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19345.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19345.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4300,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19405.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19405.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4301,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19480.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19480.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4302,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19520.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19520.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4303,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19575.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19575.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4304,"0010594007-AM-CF-NE Colorado Cellular, Inc. Grand Island-NE--19675.00000-40-51-36.0 N-098-22-21.2 W-None-2023-11-29-WPYY592-18211-2023-12-06-",0010594007,AM,CF,"NE Colorado Cellular, Inc. Grand Island",NE,NULL,19675.00000,"40-51-36.0 N","098-22-21.2 W",NULL,2023-11-29,WPYY592,18211,2023-12-06
4305,"0010696130-AM-CF-AMG Technology Investment Group, LLC Flora-IL--17900.00000-38-40-25.1 N-088-29-12.5 W-None-2023-11-27-None-18211-2023-12-06-",0010696130,AM,CF,"AMG Technology Investment Group, LLC Flora",IL,NULL,17900.00000,"38-40-25.1 N","088-29-12.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4306,"0010697031-AM-CF-T-MOBILE LICENSE LLC Monticello-AR--05945.20000-33-37-34.4 N-091-48-15.6 W-None-2023-11-28-WQXL567-18211-2023-12-06-",0010697031,AM,CF,"T-MOBILE LICENSE LLC Monticello",AR,NULL,05945.20000,"33-37-34.4 N","091-48-15.6 W",NULL,2023-11-28,WQXL567,18211,2023-12-06
4307,"0010697031-AM-CF-T-MOBILE LICENSE LLC Monticello-AR--06078.62500-33-37-34.4 N-091-48-15.6 W-None-2023-11-28-WQXL567-18211-2023-12-06-",0010697031,AM,CF,"T-MOBILE LICENSE LLC Monticello",AR,NULL,06078.62500,"33-37-34.4 N","091-48-15.6 W",NULL,2023-11-28,WQXL567,18211,2023-12-06
4308,"0010697031-AM-CF-T-MOBILE LICENSE LLC Monticello-AR--06093.45000-33-37-34.4 N-091-48-15.6 W-None-2023-11-28-WQXL567-18211-2023-12-06-",0010697031,AM,CF,"T-MOBILE LICENSE LLC Monticello",AR,NULL,06093.45000,"33-37-34.4 N","091-48-15.6 W",NULL,2023-11-28,WQXL567,18211,2023-12-06
4309,"0010697031-AM-CF-T-MOBILE LICENSE LLC Monticello-AR--06137.92500-33-37-34.4 N-091-48-15.6 W-None-2023-11-28-WQXL567-18211-2023-12-06-",0010697031,AM,CF,"T-MOBILE LICENSE LLC Monticello",AR,NULL,06137.92500,"33-37-34.4 N","091-48-15.6 W",NULL,2023-11-28,WQXL567,18211,2023-12-06
4310,"0010699693-AM-CF-New Cingular Wireless PCS, LLC SWEETWATER-TX--11055.00000-32-28-27.7 N-100-24-28.2 W-None-2023-11-28-WQRI692-18211-2023-12-06-",0010699693,AM,CF,"New Cingular Wireless PCS, LLC SWEETWATER",TX,NULL,11055.00000,"32-28-27.7 N","100-24-28.2 W",NULL,2023-11-28,WQRI692,18211,2023-12-06
4311,"0010699693-AM-CF-New Cingular Wireless PCS, LLC SWEETWATER-TX--11095.00000-32-28-27.7 N-100-24-28.2 W-None-2023-11-28-WQRI692-18211-2023-12-06-",0010699693,AM,CF,"New Cingular Wireless PCS, LLC SWEETWATER",TX,NULL,11095.00000,"32-28-27.7 N","100-24-28.2 W",NULL,2023-11-28,WQRI692,18211,2023-12-06
4312,"0010699693-AM-CF-New Cingular Wireless PCS, LLC SWEETWATER-TX--11135.00000-32-28-27.7 N-100-24-28.2 W-None-2023-11-28-WQRI692-18211-2023-12-06-",0010699693,AM,CF,"New Cingular Wireless PCS, LLC SWEETWATER",TX,NULL,11135.00000,"32-28-27.7 N","100-24-28.2 W",NULL,2023-11-28,WQRI692,18211,2023-12-06
4313,"0010699693-AM-CF-New Cingular Wireless PCS, LLC SWEETWATER-TX--11175.00000-32-28-27.7 N-100-24-28.2 W-None-2023-11-28-WQRI692-18211-2023-12-06-",0010699693,AM,CF,"New Cingular Wireless PCS, LLC SWEETWATER",TX,NULL,11175.00000,"32-28-27.7 N","100-24-28.2 W",NULL,2023-11-28,WQRI692,18211,2023-12-06
4314,"0010713901-AM-CF-Farmers Telecommunications CooperativeFort Payne-AL--11405.00000-34-23-59.2 N-085-40-24.4 W-None-2023-11-28-None-18211-2023-12-06-",0010713901,AM,CF,"Farmers Telecommunications CooperativeFort Payne",AL,NULL,11405.00000,"34-23-59.2 N","085-40-24.4 W",NULL,2023-11-28,NULL,18211,2023-12-06
4315,"0010739765-AM-CF-T-MOBILE LICENSE LLC Yucca Valley-CA--10775.00000-34-09-10.9 N-116-23-23.3 W-None-2023-11-28-WQWT792-18211-2023-12-06-",0010739765,AM,CF,"T-MOBILE LICENSE LLC Yucca Valley",CA,NULL,10775.00000,"34-09-10.9 N","116-23-23.3 W",NULL,2023-11-28,WQWT792,18211,2023-12-06
4316,"0010739765-AM-CF-T-MOBILE LICENSE LLC Yucca Valley-CA--10815.00000-34-09-10.9 N-116-23-23.3 W-None-2023-11-28-WQWT792-18211-2023-12-06-",0010739765,AM,CF,"T-MOBILE LICENSE LLC Yucca Valley",CA,NULL,10815.00000,"34-09-10.9 N","116-23-23.3 W",NULL,2023-11-28,WQWT792,18211,2023-12-06
4317,"0010739765-AM-CF-T-MOBILE LICENSE LLC Yucca Valley-CA--10855.00000-34-09-10.9 N-116-23-23.3 W-None-2023-11-28-WQWT792-18211-2023-12-06-",0010739765,AM,CF,"T-MOBILE LICENSE LLC Yucca Valley",CA,NULL,10855.00000,"34-09-10.9 N","116-23-23.3 W",NULL,2023-11-28,WQWT792,18211,2023-12-06
4318,"0010739785-AM-CF-T-MOBILE LICENSE LLC Landers-CA--11265.00000-34-16-50.2 N-116-26-38.0 W-None-2023-11-28-WQXH887-18211-2023-12-06-",0010739785,AM,CF,"T-MOBILE LICENSE LLC Landers",CA,NULL,11265.00000,"34-16-50.2 N","116-26-38.0 W",NULL,2023-11-28,WQXH887,18211,2023-12-06
4319,"0010739785-AM-CF-T-MOBILE LICENSE LLC Landers-CA--11305.00000-34-16-50.2 N-116-26-38.0 W-None-2023-11-28-WQXH887-18211-2023-12-06-",0010739785,AM,CF,"T-MOBILE LICENSE LLC Landers",CA,NULL,11305.00000,"34-16-50.2 N","116-26-38.0 W",NULL,2023-11-28,WQXH887,18211,2023-12-06
4320,"0010739785-AM-CF-T-MOBILE LICENSE LLC Landers-CA--11345.00000-34-16-50.2 N-116-26-38.0 W-None-2023-11-28-WQXH887-18211-2023-12-06-",0010739785,AM,CF,"T-MOBILE LICENSE LLC Landers",CA,NULL,11345.00000,"34-16-50.2 N","116-26-38.0 W",NULL,2023-11-28,WQXH887,18211,2023-12-06
4321,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11245.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11245.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4322,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11305.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11305.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4323,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11345.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11345.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4324,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11385.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11385.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4325,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11565.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11565.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4326,"0010741089-AM-CF-T-MOBILE LICENSE LLC WOODRUFF-WI--11645.00000-45-51-17.3 N-089-39-06.2 W-None-2023-11-28-WRCT797-18211-2023-12-06-",0010741089,AM,CF,"T-MOBILE LICENSE LLC WOODRUFF",WI,NULL,11645.00000,"45-51-17.3 N","089-39-06.2 W",NULL,2023-11-28,WRCT797,18211,2023-12-06
4327,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--06078.62500-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,06078.62500,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4328,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--06093.45000-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,06093.45000,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4329,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--06137.92500-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,06137.92500,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4330,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--06152.75000-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,06152.75000,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4331,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--11325.00000-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,11325.00000,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4332,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--11405.00000-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,11405.00000,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
4333,"0010748941-AM-CF-T-MOBILE LICENSE LLC Aniwa-WI--11408.00000-45-01-13.5 N-089-12-13.4 W-None-2023-11-28-WRDY518-18211-2023-12-06-",0010748941,AM,CF,"T-MOBILE LICENSE LLC Aniwa",WI,NULL,11408.00000,"45-01-13.5 N","089-12-13.4 W",NULL,2023-11-28,WRDY518,18211,2023-12-06
