id,unique_column_id,file_number,purpose,rsc,applicant_name,licensee_name,action_date,action,call_sign,report_number,d_o_r
2902,0010768435-RO-2023-11-29-G-WPMT686-18214-2023-12-06-,0010768435,RO,YS,"PDV Spectrum Holding Company, LLC",NULL,2023-11-29,G,WPMT686,18214,2023-12-06
2903,0010768458-RO-2023-11-29-G-WPMT688-18214-2023-12-06-,0010768458,RO,YS,"PDV Spectrum Holding Company, LLC",NULL,2023-11-29,G,WPMT688,18214,2023-12-06
2904,--2023-11-28-M-WQXD221-18214-2023-12-06-,NULL,NULL,AI,NULL,"LOUD MEDIA LLC",2023-11-28,M,WQXD221,18214,2023-12-06
2905,--2023-11-29-M-WLF783-18214-2023-12-06-,NULL,NULL,AS,NULL,"BOLL WEEVIL COMMUNICATIONS, LLC",2023-11-29,M,WLF783,18214,2023-12-06
2906,--2023-12-02-M-WQHR331-18214-2023-12-06-,NULL,NULL,AS,NULL,"HIGH PLAINS RADIO NETWORK, LLC",2023-12-02,M,WQHR331,18214,2023-12-06
2907,--2023-12-02-M-WQHR332-18214-2023-12-06-,NULL,NULL,AS,NULL,"HIGH PLAINS RADIO NETWORK, LLC",2023-12-02,M,WQHR332,18214,2023-12-06
2908,--2023-11-28-M-WLD284-18214-2023-12-06-,NULL,NULL,AS,NULL,"IHM LICENSES, LLC",2023-11-28,M,WLD284,18214,2023-12-06
2909,--2023-11-28-M-WHQ325-18214-2023-12-06-,NULL,NULL,AS,NULL,"LOUD MEDIA LLC",2023-11-28,M,WHQ325,18214,2023-12-06
2910,--2023-12-01-N-WQGQ982-18214-2023-12-06-,NULL,NULL,AS,NULL,"SHELBY COUNTY SCHOOLS",2023-12-01,N,WQGQ982,18214,2023-12-06
2911,--2023-12-01-N-WSV49-18214-2023-12-06-,NULL,NULL,AS,NULL,"SHELBY COUNTY SCHOOLS",2023-12-01,N,WSV49,18214,2023-12-06
2912,--2023-11-30-N-BLP01165-18214-2023-12-06-,NULL,NULL,LP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,BLP01165,18214,2023-12-06
2913,--2023-11-28-M-KIX535-18214-2023-12-06-,NULL,NULL,RP,NULL,"IHM LICENSES, LLC",2023-11-28,M,KIX535,18214,2023-12-06
2914,--2023-11-29-M-WQDA813-18214-2023-12-06-,NULL,NULL,RP,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WQDA813,18214,2023-12-06
2915,--2023-11-29-M-KPF931-18214-2023-12-06-,NULL,NULL,RP,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,KPF931,18214,2023-12-06
2916,--2023-11-30-N-WSM708-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WSM708,18214,2023-12-06
2917,--2023-11-30-N-WHE848-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WHE848,18214,2023-12-06
2918,--2023-11-30-N-KS5718-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KS5718,18214,2023-12-06
2919,--2023-11-30-N-KEK393-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KEK393,18214,2023-12-06
2920,--2023-11-30-N-KR6922-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KR6922,18214,2023-12-06
2921,--2023-11-30-N-WSM707-18214-2023-12-06-,NULL,NULL,RP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WSM707,18214,2023-12-06
2922,--2023-11-29-M-WRUS332-18214-2023-12-06-,NULL,NULL,TI,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WRUS332,18214,2023-12-06
2923,--2023-11-29-M-WQGJ272-18214-2023-12-06-,NULL,NULL,TI,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WQGJ272,18214,2023-12-06
2924,--2023-11-29-M-WQCN406-18214-2023-12-06-,NULL,NULL,TI,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WQCN406,18214,2023-12-06
2925,--2023-11-29-M-WPNB849-18214-2023-12-06-,NULL,NULL,TI,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WPNB849,18214,2023-12-06
2926,--2023-11-30-N-WQDL339-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WQDL339,18214,2023-12-06
2927,--2023-11-30-N-WHY951-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WHY951,18214,2023-12-06
2928,--2023-11-30-N-WHY866-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WHY866,18214,2023-12-06
2929,--2023-11-30-N-WPNA884-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPNA884,18214,2023-12-06
2930,--2023-11-30-N-WPJD277-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPJD277,18214,2023-12-06
2931,--2023-11-30-N-WPJD275-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPJD275,18214,2023-12-06
2932,--2023-11-30-N-WPJC215-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPJC215,18214,2023-12-06
2933,--2023-11-30-N-WMF969-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WMF969,18214,2023-12-06
2934,--2023-11-30-N-WMF755-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WMF755,18214,2023-12-06
2935,--2023-11-30-N-WGR837-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WGR837,18214,2023-12-06
2936,--2023-11-30-N-WPZZ247-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPZZ247,18214,2023-12-06
2937,--2023-11-30-N-WQFL501-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WQFL501,18214,2023-12-06
2938,--2023-11-30-N-WBS314-18214-2023-12-06-,NULL,NULL,TI,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WBS314,18214,2023-12-06
2939,--2023-11-29-M-WQAR487-18214-2023-12-06-,NULL,NULL,TP,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WQAR487,18214,2023-12-06
2940,--2023-11-30-N-KA44228-18214-2023-12-06-,NULL,NULL,TP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KA44228,18214,2023-12-06
2941,--2023-11-30-N-KX7892-18214-2023-12-06-,NULL,NULL,TP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KX7892,18214,2023-12-06
2942,--2023-11-30-N-KZ2611-18214-2023-12-06-,NULL,NULL,TP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KZ2611,18214,2023-12-06
2943,--2023-11-30-N-KQ5632-18214-2023-12-06-,NULL,NULL,TP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KQ5632,18214,2023-12-06
2944,--2023-11-30-N-KC23097-18214-2023-12-06-,NULL,NULL,TP,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KC23097,18214,2023-12-06
2945,--2023-12-02-M-KC62838-18214-2023-12-06-,NULL,NULL,TP,NULL,"SENDA EDUCATIONAL BROADCASTING INC",2023-12-02,M,KC62838,18214,2023-12-06
2946,--2023-11-29-M-WQCN407-18214-2023-12-06-,NULL,NULL,TS,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WQCN407,18214,2023-12-06
2947,--2023-11-29-M-WHY352-18214-2023-12-06-,NULL,NULL,TS,NULL,"KUPN LICENSEE, LLC",2023-11-29,M,WHY352,18214,2023-12-06
2948,--2023-11-30-N-WQFJ527-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WQFJ527,18214,2023-12-06
2949,--2023-11-30-N-WPWZ288-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WPWZ288,18214,2023-12-06
2950,--2023-11-30-N-WLJ543-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WLJ543,18214,2023-12-06
2951,--2023-11-30-N-WLJ542-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WLJ542,18214,2023-12-06
2952,--2023-11-30-N-WLJ541-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WLJ541,18214,2023-12-06
2953,--2023-11-30-N-WLJ540-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WLJ540,18214,2023-12-06
2954,--2023-11-30-N-WLJ527-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WLJ527,18214,2023-12-06
2955,--2023-11-30-N-WDD722-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,WDD722,18214,2023-12-06
2956,--2023-11-30-N-KEJ58-18214-2023-12-06-,NULL,NULL,TS,NULL,"SCRIPPS BROADCASTING HOLDINGS LLC",2023-11-30,N,KEJ58,18214,2023-12-06
2957,--2023-12-02-M-WQKP263-18214-2023-12-06-,NULL,NULL,TS,NULL,"SENDA EDUCATIONAL BROADCASTING INC",2023-12-02,M,WQKP263,18214,2023-12-06
